judul,dosen
PERAN KOMUNIKASI INTERPERSONAL KEPALA DESA DALAM MENINGKTKAN CINTA LINGKUNGAN BEBAS BANJIR DI DESA KLUMPANG KECAMATAN HAMPARAN PERAK,"Dr.Lutfi Basit,S.Sos.,M.I.Kom"
ANALISIS STRATEGI KOMUNIKASI DALAM MEMPERTAHANKAN EKSISTENSI DI TENGAH PERSAINGAN RITEL MODERN PT SMART SHOP KOTA MEDAN,"Dr.Puji Santoso,S.S.,M.SP"
GAYA KOMUNIKASI HOST DALAM PROGRAM TALKSHOW KOPI PAGI DI TVRI SUMUT,"Nurhasanah Nasution,S.Sos.,M.I.Kom"
STRATEGI MANAJEMEN KOMUNIKASI DALAM MENINGKATKAN KUALITAS PELAYANAN KEPADA KONSUMEN DI UMKM UCOK DURIAN MEDAN,"Dr.Faustyna,S.Sos.,M.M.,M.I.Kom"
PERSEPSI MASYARAKAT TANJUNG PURA TENTANG PEMBANGUNAN JALAN TOL TANJUNG PURA-PANGKALAN BRANDAN,"Irwansyahri Tanjung,S.Sos.,M.Ap"
STRATEGI KOMUNIKASI KRISIS DALAM MENGATASI KELUHAN KONSUMEN SABUN ARAB PYARY PADA PT. SANOBAR GUNAJAYA,"Dr.Abrar Adhani.,M.I.Kom"
STRATEGI KOMUNIKASI PEMASARAN DALAM MENINGKATKAN CITRA PT SANOBAR GUNAJAYA DI KOTA MEDAN,"Dr.Faustyna,S.Sos.,M.M.,M.I.Kom"
ANALISIS FRAMING PEMBERITAAN “SISWA SD DIHUKUM DUDUK DI LANTAI KARENA TIDAK BAYAR SPP” DI MEDIA CETAK HARIAN MISTAR DAN TRIBUN MEDAN,"Dr.Ribut Priadi,S.Sos.,M.I.Kom"
STRATEGI KOMUNIKASI SEKRETARIAT DRPD KOTA MEDAN DALAM MENANGANI KETERBUKAAN INFORMASI PUBLIK,"Dr.Zulfahmi, M.I.Kom"
KOMUNIKASI PELATIH DALAM MEWUJUDKAN KETANGGUHAN MENTAL ATLIT BASKET DI AKADEMI BASKET MEDAN,"Dr.Sigit Hardiyanto,S.Sos,M.I.Kom"
POLA KOMUNIKASI BINMAS POLDA SUMUT DALAM MEMBANGUN KESADARAN MASYARAKAT TENTANG KEAMANAN DAN KETERTIBAN LINGKUNGAN,"Faizal Hamzah Lubis,S.Sos,M,I.Kom"
PENGARUH PEER PRESURE KELUARGA TERHADAP PENCEGAHAN PENYALAGUNAAN NARKOBA PADA SISWA MAN 1 MODEL MEDAN,"Dr.Yan Hendra ,M.Si"
PERSEPSI MASYARAKAT KELURAHAN PULO BRAYAN BENGKEL TENTANG TUTUPNYA CENTRE POINT MEDAN AKIBAT TUNGGAKAN PAJAK,"Dr.Muhammad Said Harahap,S.Sos.,M.I.Kom"
ANALISIS ISI BERITA TENTANG MAHKAMAH AGUNG TAMBAH BATAS USIA CALON KEPALA DAERAH DI VIDEO.TEMPO.CO DAN KOMPAS.COM,"Dr.Ribut Priadi,S.Sos.,M.I.Kom"
REPRESENTASI MAKNA PATERNALISTIK FILM SKANDAL MAKERS KARYA JEIHAN DAN FILM DUA HATI BIRU KARYA GINA,"Dr.Akhyar Anshori,S.Sos.,M.I.Kom"
EFEKTIVITAS KOMUNIKASI PERSUASIF KOMISI PENYIARAN INDONESIA DAERAH SUMATERA UTARA DALAM MENGAWASI PELANGGARAN IKLAN PILKADA 2024,"Nurhasanah Nasution,S.Sos.,M.I.Kom"
STRATEGI KOMUNIKASI ORGANISASI PIMPINAN DALAM MENINGKATKAN KINERJA KARYAWAN DI PTPN III KEBUN TORGAMBA,"Dr.Leylia Khairani,M.Si"
POLA KOMUNIKASI PERUSAHAAN DAERAH PASAR HORAS JAYA DALAM MEMBERIKAN KESANTUNAN INFORMASI RELOKASI BAGI PEDAGANG DI PEMATANG SIANTAR,"Dr.Irwan Syari Tanjung,S.Sos.,MAP"
EFEKTIVITAS POLA KOMUNIKASI DINAS KELAUTAN DAN PERIKANAN SUMATERA UTARA DALAM PENERAPAN APLIKASI E-SLO BAGI NELAYAN,"Dr.Irwan Syari Tanjung,S.Sos.,MAP"
PENERAPAN TEORI KEBUTUHAN HUBUNGAN MELALUI MEDIA SOSIAL PADA SISWA SMK SWASTA KESEHATAN GANDA HUSADA TEBING TINGGI,"Dr.Muhammad Thariq,S.SOS.,M.I.Kom"
ANALISIS WACANA KRITIS PADA PEMBERITAAN KENAIKAN PPN 12% DI MEDIA ONLINE KOMPAS.COM,"Dr.Ribut Priadi,S.Sos.,M.I.Kom"
ANALISIS KEPUASAN KLIEN TENTANG HASIL DESIGN GRAFIS PT. M3 PROJEXION,"Faizal Hamzah Lubis,S.Sos,M,I.Kom"
ANALISIS KONTEN EDUKASI PADA AKUN TIKTOK @ANANZAPRILI DALAM MENINGKATKAN MOTIVASI DI KALANGAN SISWI SMAN 4 MEDAN,"Dr.Puji Santoso,S.S.,M.SP"
STRATEGI KOMUNIKASI DALAM MENINGKATKAN AKREDITASI SEKOLAH DAN KAPABILITAS GURU DI SMP MUHAMMADIYAH 07 MEDAN,"Dr.Sigit Hardiyanto,S.Sos,M.I.Kom"
REPRESENTASI PESAN POLITIK PADA FILM “AUTOBIOGRAPHY” KARYA MAKBUL MUBARAK DAN FILM “SIAPA DIATAS PRESIDEN” KARYA RAHABI MANDRA,"Dr.Puji Santoso,S.S.,M.SP"
ANALISIS SEMIOTIKA IKLAN LAYANAN MASYARAKAT EDISI “SENYUM DI BALIK PINTU TERTUTUP” CHANNEL YOUTUBE TB INDONESIA,"Dr.Muhammad Thariq,S.SOS.,M.I.Kom"
ANALISIS POLA KOMUNIKASI PEKERJA SEKS KOMERSIAL TRANSPUAN PADA FENOMENA PROSTITUSI ONLINE DI KOTA MEDAN,"Dr.Irwan Syari Tanjung,S.Sos.,MAP"
EFEKTIVITAS POLA KOMUNIKASI GURU TERHADAP SISWA DENGAN METODE BRAINSTORMING DI SMA NEGERI 1 AIR PUTIH,"Dr.Sigit Hardiyanto,S.Sos,M.I.Kom"
ANALISIS KOMUNIKASI PROGRAM “TOSS TBC” DINAS KESEHATAN PROVINSI SUMATERA UTARA DALAM MENURUNKAN ANGKA TBC DI KOTA MEDAN,"Dr.Yan Hendra ,M.Si"
"ANALISIS KONSTRUKSI PATRIARKI FILM TUHAN, IZINKAN AKU BERDOSA KARYA HANUNG BRAMANTYO DAN FILM YUNI KARYA KAMILA ANDINI","Nurhasanah Nasution,S.Sos.,M.I.Kom"
ANALISIS SEMIOTIKA PESAN MORAL DALAM FILM BUYA HAMKA VOL. I KARYA FAJAR BUSTOMI,"Corry Novrica AP.Sinaga,S.Sos.,M.A"
PERSEPSI MASYARAKAT TENTANG PEMILIHAN SERENTAK KEPALA DAERAH KABUPATEN SIMALUNGUN 2024,"Dr.Abrar Adhani.,M.I.Kom"
EDUKASI BERBASIS STORY TELLING PENGGUNAAN QRIS MELALUI IKLAN “EPISODE 1: KRIS DAN IPAY” DI AKUN INSTAGRAM @BANK_INDONESIA_SUMUT,"Dr.Akhyar Anshori,S.Sos.,M.I.Kom"
PENDEKATAN KOMUNIKASI GURU KEPADA SISWA TUNANETRA MAJEMUK DALAM PROSES PEMBELAJARAN DI YAYASAN PENDIDIKAN DWITUNA HARAPAN BARU,"Dr.Sigit Hardiyanto,S.Sos,M.I.Kom"
REPRESENTASI MAKNA LGBT DALAM FILM DRAMA PENDEK “PRIA” KARYA YUDHO ADITYA,"Faizal Hamzah Lubis,S.Sos,M,I.Kom"
"POLA KOMUNIKASI ANTAR PRIBADI, PELATIH DAN ATLET DISABILITAS SUMATERA UTARA DALAM PERSIAPAN PEPARNAS 2024","Dr.Yan Hendra ,M.Si"
PERSEPSI MASYARAKAT TENTANG BAKAL CALON BUPATI LANGKAT PADA PEMILIHAN KEPALA DAERAH SERENTAK PADA TAHUN 2024,"Dr.Akhyar Anshori,S.Sos.,M.I.Kom"
PERAN HUMAS DALAM MENINGKATKAN REPUTASI OPPO MELALUI BRANDING DI KOTA MEDAN,"Dr.Faustyna,S.Sos.,M.M.,M.I.Kom"
STRATEGI KOMUNIKASI PEMASARAN MELALUI MEDIA SOSIAL DALAM MENINGKATKAN MINAT BELI PADA PEDAGANG MONZA DI KOTA TANJUNG BALAI,"Dr.Faustyna,S.Sos.,M.M.,M.I.Kom"
OPINI PUBLIK PEMILIHAN KEPALA DAERAH SERENTAK TAHUN 2024 di KOTA LHOKSEUMAWE,"Dr.Anang Anas Azhar,M.A"
PEMANFAATAN MEDIA DIGITAL DINAS PARIWISATA KOTA MEDAN DALAM MEMPROMOSIKAN EVENT “PESONA COLORFUL MEDAN”,"Faizal Hamzah Lubis,S.Sos,M,I.Kom"
ANALISIS ISI PESAN MORAL DALAM KONTEN YOUTUBE HABIB JAFAR,"Corry Novrica AP.Sinaga,S.Sos.,M.A"
RESPON MASYARAKAT MEDAN HELVETIA TERHADAP PROGRAM TAPERA,"Dr.Lutfi Basit,S.Sos.,M.I.Kom"
STRATEGI KOMUNIKASI DAKWAH DALAM PEMAHAMAN SPIRITUAL BAGI MASYARAKAT MUALAF DI DESA LAUBENG KELADEH,"Dr.Zulfahmi, M.I.Kom"
REPRESENTASI PERAN IBU DALAM FILM BUDI PEKERTI KARYA WREGAS BHANUTEJA DAN JUST MOM KARYA JEIHAN ANGGA,"Dr.Muhammad Thariq,S.SOS.,M.I.Kom"
REPRESENTASI MAKNA REKONSILIASI IDENTITAS LGBTQ+ DALAM VIDEO MUSIK INDUSTRY BABY PADA AKUN YOUTUBE LIL NAS X,"Dr.Puji Santoso,S.S.,M.SP"
"ANALISIS GAYA KOMUNIKASI PENYIAR DALAM PROGRAM MORNING FRESH DI RADIO KARDOPA 99,4 FM MEDAN","Dr.Puji Santoso,S.S.,M.SP"
PERAN KOMUNIKASI PEMERINTAH NAGARI UJUNG GADING PASAMAN BARAT DALAM PELAKSANAAN PROGRAM KETAHANAN PANGAN DESA,"Dr.Lutfi Basit,S.Sos.,M.I.Kom"
PERILAKU REMAJA DI KOTA MEDAN TENTANG DAMPAK IKLAN JUDI ONLINE PADA PLATFORM INSTAGRAM,"Dr.Lutfi Basit,S.Sos.,M.I.Kom"
ANALISIS ISI PESAN DAKWAH DALAM FILM MAKMUM 2 KARYA GUNTUR SOEHARJANTO DENGAN FILM KHANZAB KARYA ANGGY UMBARA,"Corry Novrica AP.Sinaga,S.Sos.,M.A"
STRATEGI HUMAS DALAM MENSOSIALISASIKAN PENGGUNAAN FASILITAS DI UNIT PELAKSANA TEKHNIS ASRAMA HAJI EMBARKASI MEDAN,"Faizal Hamzah Lubis,S.Sos,M,I.Kom"
MOTIVASI SELF – DISCLOSURE AKTIVITAS PILATES PADA AKUN INSTAGRAM @YUYUZHUANG,"Dr.Sigit Hardiyanto,S.Sos,M.I.Kom"
STRATEGI KOMUNIKASI PT. POS INDONESIA MEDAN DALAM MEMPERTAHANKAN EKSISTENSI DI TENGAH PERSAINGAN JASA PENGIRIMAN BARANG,"Dr.Zulfahmi, M.I.Kom"
STRATEGI DIGITAL MARKETING DALAM MENARIK MINAT MASYARAKAT UNTUK BERUMROH DAN HAJI PADA PT. ANNAJWA ISLAMIC TOUR & TRAVEL DI KOTA MEDAN,"Dr.Faustyna,S.Sos.,M.M.,M.I.Kom"
MANAJEMEN KOMUNIKASI PIMPINAN DALAMMENINGKATKANSEMANGAT KERJAJURNALISMEDIA ONLINE DETIKSUMUT,"Dr.Akhyar Anshori,S.Sos.,M.I.Kom"
PERAN KOMUNIKASI PARIWISATA DALAM DIVERSIFIKASI EKONOMI MASYARAKAT PESISIR MELALUI PENGEMBANGAN USAHA KEMARITIMAN DAN REVITALISASI LAHAN KRITIS DI DESA BAGAN SERDANG,"Dr.Akhyar Anshori,S.Sos.,M.I.Kom"
PENERAPAN KODE ETIK PROFESI HUMAS PROTOKOL DALAM MENERIMA TAMU RESMI DI DPRD SUMUT,"Dr.Ribut Priadi,S.Sos.,M.I.Kom"
PERAN POLRES LABUHANBATU DALAM MENSOSIALISASIKAN PROGRAM BEYOND TRUST KEPADA MASYARAKAT,"Elvita Yenni,S.S.,M.Hum"
PERAN POLRES LABUHANBATU DALAM MENSOSIALISASIKAN PROGRAM BEYOND TRUST KEPADA MASYARAKAT,"Elvita Yenni,S.S.,M.Hum"
PEMANFAATAN INSTAGRAM DALAM MEMASARKAN PRODUK TEH PT. PERKEBUNAN NUSANTARA IV REGIONAL II MEDAN,"Tenerman,S.Sos.,M.I.Kom"
STRATEGI KOMUNIKASI PEMASARAN PEDAGANGLEMANG KOTA TEBING TINGGI PASCA BEROPERASINYA JALAN TOL TRANS-SUMATERA,"Dr.Akhyar Anshori,S.Sos.,M.I.Kom"
EFEKTIVITAS KOMUNIKASI KRISIS DALAM MENGATASI KELUHAN PUBLIK SEBAGAI UPAYA MEMPERTAHANKAN CITRA PERUSAHAAN DI PT. FREIGHT LINER MEDAN,"Dr.Faustyna,S.Sos.,M.M.,M.I.Kom"
ANALISIS KONTEN PADA AKUN INSTAGRAM PTPN4_REGIONAL2 SEBAGAI UPAYA PENGEMBANGAN REPUTASI PERUSAHAAN,"Dr.Irwan Syari Tanjung,S.Sos.,MAP"
MENELISIK KOMUNIKASI RESTORATIF PADA PEMAKNAAN GENDER PEREMPUAN DALAM KELOMPOK JURNALIS TELEVISI DI ERA DIGITAL,"Dr.Mujahiddin,S,Sos.,msp"
STRATEGI MARKETING COMMUNICATION DALAM MEMASARKAN PRODUK TELKOMSEL MELALUI AKUN INSTAGRAM @TELKOMSEL SUMATERA,"Dr.Abrar Adhani.,M.I.Kom"
Analisis Penyajian Konten Instagram Pada Akun @shiftmedia.id Sebagai Sarana Dakwah Digital,"Dr.Puji Santoso,S.S.,M.SP"
Analisis Visualisasi Konten Promosi Instagram @sonu_paii dalam Menarik Perhatian Penonton,"Dr.Ribut Priadi,S.Sos.,M.I.Kom"
STRATEGI KOMUNIKASI KOMUNITAS BADAL KANDANK DALAM MENJALANKAN PROGRAM PEMBERDAYAAN MASYARAKAT DI KELURAHAN TANJUNG MULIA,"Tenerman,S.Sos.,M.I.Kom"
ANALISIS MAKNA VISUAL CINEMATIC FILM SUNGJIN “30” DAN STORY CONCEPT FILM NMIXX “DIZZINESS OF FREEDOM”,"Nurhasanah Nasution,S.Sos.,M.I.Kom"
KOMUNIKASI ORGANISASI DINAS KELAUTAN DAN PERIKANAN PROVINSI SUMATERA UTARA DALAM MELAKSANAKAN PROGRAM ASURANSI NELAYAN,"Dr.Akhyar Anshori,S.Sos.,M.I.Kom"
ANALISIS ATTACHMENT THEORY TERHADAP PERILAKU FOMO BAGI SISWA SMA NEGERI 1 PERBAUNGAN,"Dr.Leylia Khairani,M.Si"
POLA KOMUNIKASI INTERPERSONAL DALAM MEWUJUDKAN KETAHANAN MASYARAKAT NELAYAN DI TELUK NIBUNG KOTA TANJUNG BALAI,"Dr.Sigit Hardiyanto,S.Sos,M.I.Kom"
STRATEGI TEORI SELF DISCLOSURE DALAM MENGATASI KECEMASAN PUBLIC SPEAKING PADASISWA DI MAN 2 DELI SERDANG,"Dr.Yan Hendra ,M.Si"
PENGARUH TERPAAN TAYANGAN “ SPOTLITE” TRANS 7 TERHADAP SIKAP IMITASI REMAJA DI KELURAHAN PULO BRAYAN BENGKEL,"Dr.Yan Hendra ,M.Si"
STRATEGI KOMUNIKASI ORGANISASI DALAM MEMBANGUN KELOMPOK USAHA MANDIRI DI DESA BAGAN SERDANG KABUPATEN DELI SERDANG,"Faizal Hamzah Lubis,S.Sos,M,I.Kom"
BAHASA DAERAH SEBAGAI MEDIA KOMUNIKASI DALAM MEMBANGUN KEMITRAAN PT. SUMATERA SPECIALTY COFFEE DENGAN PETANI TAPANULI UTARA,"Nurhasanah Nasution,S.Sos.,M.I.Kom"
ANALISIS MAKNA KOMUNIKASI VISUAL DALAM VIDEO KLIP “GALA BUNGA MATAHARI” OLEH SAL PRIADI,"Corry Novrica AP.Sinaga,S.Sos.,M.A"
KESADARAN MEMBAYAR PAJAK : STUDI KUALITATIF ATAS SOSIALISASI PROGRAM PEMUTIHAN PAJAK KENDARAAN BERMOTOR 2024 DI SUMATERA UTARA,"Dr.Lutfi Basit,S.Sos.,M.I.Kom"
STRATEGI KOMUNIKASI PEMASARAN DALAM MENINGKATKAN INOVASI PLATINUM EXPERIENCE DI ERA DIGITAL PADA PT. INDOSAT OOREDO,"Dr.Faustyna,S.Sos.,M.M.,M.I.Kom"
STRATEGI KOMUNIKASI PENGEMBANGAN KEARIFAN LOKAL MELALUI EVENT “SABANG MARINE” PADA BADAN PENGUSAHAAN KAWASAN SABANG,"Dr.Faustyna,S.Sos.,M.M.,M.I.Kom"
EFEKTIVITAS TEORI SOCIAL LEARNING GURU DALAM PEMBENTUKAN MORAL SISWA DI SMP MUHAMMADIYAH 07 MEDAN,"Dr.Lutfi Basit,S.Sos.,M.I.Kom"
STRATEGI KOMUNIKASI ORGANISASI DALAM MENCEGAH BURNOUT PADA KARYAWAN PTPN IV REGIONAL II,"Tenerman,S.Sos.,M.I.Kom"
Strategi Komunikasi UD Herman Bersama dalam Meningkatkan perekonomian Masyarakat di Desa Tanjung Jati Kabupaten Langkat,"Elvita Yenni,S.S.,M.Hum"
REPRESENTASI KRITIK SOSIAL DALAM FILM ISTIRAHATLAH KATA-KATA KARYA YOSEP ANGGI DAN NEGERI TANPA TELINGA KARYA LOLA AMARI,"Dr.Ribut Priadi,S.Sos.,M.I.Kom"
MAKNA PESAN KOMUNIKASI PARENTING PADA AKUN TIKTOK @babeheji EPISODE ‘ANAK GIMANA NANTI TERGANTUNG ORANG TUANYA’,"Nurhasanah Nasution,S.Sos.,M.I.Kom"
"STRATEGI PENYIARAN PROGRAM BERITA ""SUMATERA UTARA HARI INI"" DALAM MEMBANGUN PROXIMITY PADA PENONTON","Faizal Hamzah Lubis,S.Sos,M,I.Kom"
PENERAPAN EMPATHY THEORY DALAM PROSES PENDAMPINGAN PADA ANAK DOWN SYNDROME DI SLB MELATI AISYIYAH DELI SERDANG,"Elvita Yenni,S.S.,M.Hum"
Strategi Komunikasi Pemerintahan Desa Dalam Menjalankan Program Pemberdayaan Petani Pada Desa Pematang Cengkering Batu Bara,"Dr.Lutfi Basit,S.Sos.,M.I.Kom"
ANALISIS SEMIOTIKA DESAIN POSTER IKLAN LAYANAN MASYARAKAT DI INSTAGRAM POLRES LABUHAN BATU EDISI PEMBAKARAN HUTAN,"Dr.Muhammad Said Harahap,S.Sos.,M.I.Kom"
ANALISIS SEMIOTIKA PADA IKLAN LAYANAN MASYARAKAT PAMSIMAS “HARI AIR SEDUNIA 2023” KARYA PUPR CIPTA KARYA,"Dr.Puji Santoso,S.S.,M.SP"
ANALISIS SEMIOTIKA NILAI SARKASME PADA KARIKATUR MAJALAH TEMPO EDISI SEPTYEMBETR 2024,"Dr.Ribut Priadi,S.Sos.,M.I.Kom"
Penerapan Action Assessment Theory Dalam Proses Pembelajaran Anak Berkebutuhan Khusus Di YPD HARAPAN BARU KOTA MEDAN,"Dr.Zulfahmi, M.I.Kom"
PERAN MEDIA SOSIAL TIKTOK DALAM PEMBENTUKAN OPINI TENTANG TREN CHILDFREE PADA PASUTRI MENIKAH MUDA DI KOTA MEDAN,"Dr.Faustyna,S.Sos.,M.M.,M.I.Kom"
POLA KOMUNIKASI BUDAYA GENDANG GURO GURO ARON DALAM MELESTARIKAN TRADISI RASA SYUKUR ATAS KEBERHASILAN PANEN MASYARAKAT DI KABUPATEN KARO,"Dr.Leylia Khairani,M.Si"
KOMUNIKASI DAKWAH IKATAN MUBALIGH ANTAR MASJID (IMAM) DALAM MENGURANGI BUTA AKSARA AL-QUR'AN PADA REMAJA DI KOTA MEDAN,"Dr.Zulfahmi, M.I.Kom"
PERAN SOSIALISASI PROGRAM CITA MANIS DALAM MENINGKATKAN KESADARAN MASYARAKAT DESA CITAMAN JERNIH TENTANG PENGELOLAAN SAMPAH,"Dr.Mujahiddin,S,Sos.,msp"
STRATEGI KOMUNIKASI INTERNAL BIRO K3L DALAM MENINGKATKAN BUDAYA KESELAMATAN KERJA DI PT PLN (PERSERO) UIP SUMBAGUT,"Dr.Irwan Syari Tanjung,S.Sos.,MAP"
STRATEGI KOMUNIKASI CORPORATE SOCIAL RESPONSIBILITY PT.HUTABAYU MARSADA SIMALUNGUN DALAM PENINGKATAN KESEJAHTERAAN MASYARAKAT,"Dr.Arifin Saleh .,S.Sos.,MSP"
ANALISIS BUDAYA PATRIARKI DALAM FILM KAPAN HAMIL KARYA RIZAL DAN SEHIDUP SEMATI KARYA UPI AVIANTO,"Dr.Muhammad Thariq,S.SOS.,M.I.Kom"
ANALISIS MAKNA VISUAL CINEMATIC FILM SUNGJIN “30” DAN STORY CONCEPT FILM NMIXX “DIZZINESS OF FREEDOM,"Nurhasanah Nasution,S.Sos.,M.I.Kom"
PENGARUH KOMUNIKASI PIMPINAN TERHADAP KINERJA PEGAWAI DI KANTOR BADAN PEMERIKSA KEUANGAN PERWAKILAN SUMATERA UTARA,"Dr.Abrar Adhani.,M.I.Kom"
MANAJEMEN KOMUNIKASI ORGANISASI KORPS PASUKAN SMA NEGERI 2 (KOPASDA) TEBING TINGGI DALAM MENINGKATKAN PARTISIPASI ANGGOTA,"Dr.Akhyar Anshori,S.Sos.,M.I.Kom"
ANALISIS PEMANFAATAN MEDIA SOSIAL INSTAGRAM SEBAGAI MEDIA DISEMINASI INFORMASI HUMAS POLDA SUMUT,"Faizal Hamzah Lubis,S.Sos,M,I.Kom"
STRATEGI KOMUNIKASI POLITIK PASANGAN MAHYARUDDIN SALIM DAN MUHAMMAD FADLY PADA PILKADA KOTA TANJUNGBALAI TAHUN 2024,"Dr.Abrar Adhani.,M.I.Kom"
STRATEGI KOMUNIKASI PEMASARAN WISATA KARANG ANYAR DALAM MENINGKATKAN PEREKONOMIAN MASYARAKAT DI KECAMATAN GUNUNG MALIGAS KABUPATEN SIMALUNGUN,"Dr.Abrar Adhani.,M.I.Kom"
KOMUNIKASI PEMBERDAYAAN DINAS KETENAGAKERJAAN KOTA MEDAN MELALUI PROGRAM KETERAMPILAN MERAJUT BAGI MASYARAKAT,"Dr.Arifin Saleh .,S.Sos.,MSP"
ANALISIS SEMIOTIKA IKLAN LAYANAN MASYARAKAT UU TINDAK PIDANA KEKERASAN SEKSUAL PADA AKUN YOUTUBE KEMENPPPA RI,"Faizal Hamzah Lubis,S.Sos,M,I.Kom"
"MANAJEMEN KOMUNIKASI DINAS PARIWISATA DALAM MENINGKATKAN KESADARAN PARIWISATA BERKELANJUTAN PADA MASYARAKAT TOR SIMAGO-MAGO, KECAMATAN SIPIROK","Dr.Irwan Syari Tanjung,S.Sos.,MAP"
KOMUNIKASI PEMBERDAYAAN MASYARAKAT LOKAL DALAM MENDUKUNG KEGIATAN OPERASIONAL TAMBANG BATUBARA PT TATA BARA UTAMA,"Dr.Zulfahmi, M.I.Kom"
PERSEPSI MASYARAKAT TENTANG RENDAHNYA PARTISIPASI PEMILIH PADA PILKADA KOTA MEDAN TAHUN 2024,"Dr.Akhyar Anshori,S.Sos.,M.I.Kom"
MANAJEMEN KOMUNIKASI DINAS PERTANIAN SUMATERA UTARA MELALUI PROGRAM AKUNTABILITAS PENYAMPAIAN INFORMASI PUBLIK,"Dr.Akhyar Anshori,S.Sos.,M.I.Kom"
PERAN KOMISI PENYIARAN INDONESIA DAERAH SUMATERA UTARA DALAM MEMANTAU PEMBERITAAN PILKADA SERENTAK TAHUN 2024,"Dr.Puji Santoso,S.S.,M.SP"
ANALISIS SEMIOTIKA “JANGAN SELALU PERCAYA MOTIVATOR” DI CHANNEL YOUTUBE MALAKA PROJECT DAN CHANNEL YOUTUBE GURU GEMBUL,"Dr.Ribut Priadi,S.Sos.,M.I.Kom"
MAKNA LGBT DALAM LIRIK LAGU “ANGEL BABY” KARYA TROYE SIVAN DAN “SLEEPOVER” KARYA HAYLEY KIYOKO,"Dr.Ribut Priadi,S.Sos.,M.I.Kom"
REPRESENTASI PESAN PERILAKU LINGKUNGAN PADA KONTEN TIKTOK @JERHEMYNEMOO SEBAGAI MEDIA EDUKASI DIGITAL,"Dr.Muhammad Thariq,S.SOS.,M.I.Kom"
Analisis Komunikasi Badan Narkotika Nasional (BNN) Dalam Penanganan Kasus Penyalahgunaan dan Peredaran Narkotika di Tanjungbalai,"Dr.Akhyar Anshori,S.Sos.,M.I.Kom"
MANAJEMEN KOMUNIKASI DINAS PERTANIAN SUMATERA UTARA MELALUI PROGRAM AKUNTABILITAS PENYAMPAIAN INFORMASI PUBLIK,"Tenerman,S.Sos.,M.I.Kom"
PERAN KOMUNIKASI GURU DALAM MEMINIMALISIR DAMPAK PHUBBING BAGI SISWA UPT SMP NEGERI 45 MEDAN,"Dr.Leylia Khairani,M.Si"
STRATEGI KOMUNIKASI BUDAYA DALAM PELESTARIAN TRADISI AYUN MASAL SUKU BANJAR DI DESA KOTA RANTANG KABUPATEN DELI SERDANG,"Dr.Akhyar Anshori,S.Sos.,M.I.Kom"
POLA KOMUNIKASI TUTOR DALAM PENGGUNAAN METODE BELAJAR UNIK SATU MURID SATU TUTOR DI LKP SAS ENGLISH LABORATORY,"Dr.Yan Hendra ,M.Si"
KOMUNIKASI BADAN PENANGGULANGAN BENCANA DAERAH KOTA MEDAN DALAM MEMBERIKAN EDUKASI TERKAIT ABRASI DI KECAMATAN MEDAN MARELAN,"Dr.Sigit Hardiyanto,S.Sos,M.I.Kom"
PERAN KOMUNIKASI INTERPERSONAL PKK KELURAHAN HUTATORUAN X DALAM PENGEMBANGAN UMK,"Dr.Sigit Hardiyanto,S.Sos,M.I.Kom"
MAKNA DENOTATIF KONTEN REELS “BERAPA ENERGY SCORE KAMU” DI INSTAGRAM SAMSUNG INDONESIA,"Dr.Muhammad Thariq,S.SOS.,M.I.Kom"
POLA KOMUNIKASI GURU DALAM MENINGKATKAN SEMANGAT BELAJAR ANAK NELAYAN DI DESA PAGURAWAN KECAMATAN MEDANG DERAS BATUBARA,"Dr.Sigit Hardiyanto,S.Sos,M.I.Kom"
STRATEGI KOMUNIKASI GURU DALAM MENGATASI DEKADENSI MORAL MELALUI METODE BIMBINGAN KLASIKAL DI MTSS INSAN CITA MEDAN,"Dr.Yan Hendra ,M.Si"
STRATEGI KOMUNIKASI GURU DALAM MENGATASI DEKADENSI MORAL MELALUI METODE BIMBINGAN KLASIKAL DI MTSS INSAN CITA MEDAN,"Dr.Yan Hendra ,M.Si"
STRATEGI KOMUNIKASI GURU DALAM MENERAPKAN TEKNIK GAMIFIKASI BAGI SISWA DI SD NEGERI 104245 TUMPATAN,"Elvita Yenni,S.S.,M.Hum"
Emotional Recovery Dalam Film The Architecture Of Love Karya Teddy Dan Ketika Berhenti Di Sini Karya Umay,"Dr.Muhammad Thariq,S.SOS.,M.I.Kom"
PENGARUH KETELADANAN GURU PAI DAN MOTIVASI TERHADAP PERILAKU SISWA DI SMP PANCA BUDI MEDAN,"Dr.Widya Masitah,S.Psi.,M.Psi"
IMPLEMENTASI METODE JIBRIL DALAM PENINGKATAN KELANCARAN HAFALAN SANTRI DI MA'HAD TAHFIZ UMMI ASYA PUTRA,"Dr.Muhammad Ruslan,M.Pd"
JURNAL KOMPETENSI GURU DALAM MENINGKATKAN PERKEMBANGAN KOGNITIF DAN PSIKOMOTORIK SISWA DI TADIKA DIDIK BISTARI GEMILANG GERIK MALAYSIA,"Dr.Selamat Pohan,MA"
ANALISIS KETELADANAN GURU PENDIDIKAN AGAMA ISLAM (PAI) DALAM MENANAMKAN NILAI NILAI ISLAM DI ERA DIDITAL PADA SISWA SMP MUHAMMADIYAH 57 MEDAN,"Nurul ZahrianiJf,M.Pd"
